number,values_0,values_1,datetime_start,datetime_complete,duration,params_amount_heads,params_attn_dropout,params_batch_size,params_dropout,params_encoder_output_dim,params_ff_dropout,params_head_dim,params_layer_norm,params_lr,params_n_layers,params_neurons,params_transformer_depth,state
48,0.4793550372123718,0.4285258650779724,2025-01-18 22:39:25.170836,2025-01-18 22:58:10.504756,0 days 00:18:45.333920,5,0.35000000000000003,32,0.2,157,0.45,47,0,0.000666019756809536,2,400,5,COMPLETE
49,0.23995032906532288,0.5363094806671143,2025-01-18 22:58:10.505809,2025-01-18 23:10:30.437690,0 days 00:12:19.931881,4,0.35000000000000003,32,0.05,178,0.25,92,1,0.0006930949031747696,3,400,5,COMPLETE
50,0.4335729479789734,0.4528019428253174,2025-01-18 23:10:30.438718,2025-01-18 23:16:55.730604,0 days 00:06:25.291886,2,0.45,128,0.5,160,0.25,46,0,0.0001861018278966335,2,200,2,COMPLETE
51,0.43393221497535706,0.4466438889503479,2025-01-18 23:16:55.731486,2025-01-18 23:31:02.421349,0 days 00:14:06.689863,5,0.35000000000000003,32,0.25,192,0.45,125,0,0.00013290128269124579,1,100,3,COMPLETE
52,0.46478360891342163,0.4358581006526947,2025-01-18 23:31:02.422562,2025-01-19 00:04:03.414228,0 days 00:33:00.991666,5,0.4,32,0.30000000000000004,261,0.35000000000000003,107,0,0.0002607596764135196,2,1600,5,COMPLETE
53,0.452050119638443,0.44079726934432983,2025-01-19 00:04:03.415300,2025-01-19 00:17:42.233762,0 days 00:13:38.818462,5,0.30000000000000004,64,0.0,204,0.15000000000000002,116,0,0.0014940781229797783,3,300,3,COMPLETE
54,0.39093971252441406,0.46809452772140503,2025-01-19 00:17:42.234657,2025-01-19 00:27:41.697723,0 days 00:09:59.463066,5,0.35000000000000003,32,0.30000000000000004,220,0.4,110,0,0.003101782501008724,2,1400,2,COMPLETE
55,0.43810802698135376,0.4472302496433258,2025-01-19 00:27:41.698590,2025-01-19 00:41:27.693070,0 days 00:13:45.994480,5,0.4,16,0.4,229,0.0,104,1,0.00039171024991279166,1,800,3,COMPLETE
56,0.4457901418209076,0.4458208680152893,2025-01-19 00:41:27.694150,2025-01-19 01:07:53.306395,0 days 00:26:25.612245,5,0.30000000000000004,32,0.2,280,0.1,64,0,0.0009986548266590325,3,300,5,COMPLETE
57,0.4686761796474457,0.4356454014778137,2025-01-19 01:07:53.307463,2025-01-19 01:20:25.900025,0 days 00:12:32.592562,4,0.0,32,0.25,174,0.05,125,0,0.00048371718666551263,2,500,3,COMPLETE
58,0.4642716944217682,0.4358336925506592,2025-01-19 01:20:25.900970,2025-01-19 01:42:51.180788,0 days 00:22:25.279818,2,0.25,128,0.35000000000000003,249,0.5,114,0,0.001796673820571542,1,100,5,COMPLETE
59,0.39144381880760193,0.46598395705223083,2025-01-19 01:42:51.181780,2025-01-19 01:58:03.962177,0 days 00:15:12.780397,5,0.15000000000000002,64,0.1,196,0.35000000000000003,40,1,0.0007328548326583801,2,1000,4,COMPLETE
60,0.42530950903892517,0.4606029987335205,2025-01-19 01:58:03.963130,2025-01-19 02:12:13.521748,0 days 00:14:09.558618,4,0.4,32,0.35000000000000003,156,0.2,97,0,0.0005593749626956278,3,2000,5,COMPLETE
61,0.48838552832603455,0.4255734384059906,2025-01-19 02:12:13.523042,2025-01-19 02:39:18.035985,0 days 00:27:04.512943,5,0.2,32,0.25,235,0.30000000000000004,107,0,0.0003924175064173206,3,400,4,COMPLETE
62,0.4305042326450348,0.45158737897872925,2025-01-19 02:39:18.036984,2025-01-19 02:49:51.517870,0 days 00:10:33.480886,5,0.2,32,0.2,237,0.30000000000000004,89,1,0.00041662137680497936,3,800,2,COMPLETE
63,0.458842933177948,0.43997541069984436,2025-01-19 02:49:51.518707,2025-01-19 03:07:18.520036,0 days 00:17:27.001329,5,0.1,32,0.15000000000000002,224,0.30000000000000004,73,1,0.000600504732994505,3,700,3,COMPLETE
64,0.34543707966804504,0.485334575176239,2025-01-19 03:07:18.520997,2025-01-19 03:25:39.672170,0 days 00:18:21.151173,5,0.15000000000000002,128,0.2,248,0.30000000000000004,51,1,0.00047791713184470574,3,900,4,COMPLETE
65,0.4663063585758209,0.43713802099227905,2025-01-19 03:25:39.673142,2025-01-19 03:43:16.635832,0 days 00:17:36.962690,2,0.2,32,0.25,214,0.30000000000000004,108,1,0.0003557833595902352,3,600,4,COMPLETE
66,-2.5391578674316406e-05,0.6329926252365112,2025-01-19 03:43:16.636854,2025-01-19 03:50:10.788870,0 days 00:06:54.152016,5,0.1,16,0.15000000000000002,230,0.25,100,1,0.001143756294485058,3,1200,3,COMPLETE
67,0.47475308179855347,0.43353819847106934,2025-01-19 03:50:10.789834,2025-01-19 04:17:08.430833,0 days 00:26:57.640999,3,0.15000000000000002,64,0.25,262,0.35000000000000003,93,0,0.000800916931218863,3,400,5,COMPLETE
68,0.4313449263572693,0.45318374037742615,2025-01-19 04:17:08.431844,2025-01-19 04:33:49.803680,0 days 00:16:41.371836,4,0.2,32,0.25,239,0.35000000000000003,105,0,0.0006625792769260027,3,600,4,COMPLETE
69,0.4714290499687195,0.4313129484653473,2025-01-19 04:33:49.804755,2025-01-19 04:49:37.094650,0 days 00:15:47.289895,5,0.25,32,0.2,246,0.25,118,1,0.0005243221768692323,3,500,2,COMPLETE
70,0.43267709016799927,0.4512435495853424,2025-01-19 04:49:37.095601,2025-01-19 05:00:11.796241,0 days 00:10:34.700640,4,0.25,32,0.2,232,0.25,79,1,0.00011404819651080874,3,500,2,COMPLETE
71,0.4824935793876648,0.4273332953453064,2025-01-19 05:00:11.797081,2025-01-19 05:26:14.457325,0 days 00:26:02.660244,3,0.15000000000000002,64,0.25,262,0.30000000000000004,85,0,0.0008125454424112289,3,400,5,COMPLETE
72,0.45634564757347107,0.4392419457435608,2025-01-19 05:26:14.458595,2025-01-19 05:41:09.329971,0 days 00:14:54.871376,5,0.05,32,0.25,244,0.30000000000000004,75,0,0.0002981008623034937,3,400,3,COMPLETE
73,0.41934624314308167,0.45814523100852966,2025-01-19 05:41:09.330941,2025-01-19 06:06:27.127450,0 days 00:25:17.796509,5,0.2,16,0.2,236,0.30000000000000004,82,1,0.0003927374274803904,3,500,5,COMPLETE
74,0.46697527170181274,0.43553972244262695,2025-01-19 06:06:27.128665,2025-01-19 06:20:19.033216,0 days 00:13:51.904551,3,0.15000000000000002,128,0.30000000000000004,225,0.30000000000000004,85,0,0.0005313205660683178,3,400,3,COMPLETE
75,0.4579187333583832,0.43506231904029846,2025-01-19 06:20:19.034339,2025-01-19 06:40:01.826765,0 days 00:19:42.792426,5,0.25,64,0.25,249,0.35000000000000003,62,0,0.0003413967381406352,3,1600,4,COMPLETE
76,0.20438452064990997,0.549526572227478,2025-01-19 06:40:01.827750,2025-01-19 06:59:09.510813,0 days 00:19:07.683063,5,0.15000000000000002,32,0.05,259,0.25,118,0,0.00449701381502344,3,300,5,COMPLETE
77,0.2767252027988434,0.5194205641746521,2025-01-19 06:59:09.511881,2025-01-19 07:17:10.711782,0 days 00:18:01.199901,5,0.2,32,0.1,243,0.35000000000000003,71,1,0.00043441141291697725,3,1700,4,COMPLETE
78,0.4688902795314789,0.43882274627685547,2025-01-19 07:17:10.712699,2025-01-19 07:34:49.004747,0 days 00:17:38.292048,2,0.25,16,0.5,221,0.25,36,0,0.0002809062803766993,3,400,5,COMPLETE
79,0.45499953627586365,0.44058290123939514,2025-01-19 07:34:49.006014,2025-01-19 07:54:18.238054,0 days 00:19:29.232040,5,0.2,32,0.30000000000000004,214,0.30000000000000004,89,0,0.00023111807052426443,3,500,4,COMPLETE
80,-0.0006777763483114541,0.6325224041938782,2025-01-19 07:54:18.239168,2025-01-19 07:58:58.416193,0 days 00:04:40.177025,3,0.15000000000000002,128,0.25,233,0.4,128,1,0.00960064477939914,3,600,3,COMPLETE
81,0.4777553081512451,0.4277421534061432,2025-01-19 07:58:58.417165,2025-01-19 08:11:01.051364,0 days 00:12:02.634199,3,0.2,64,0.25,265,0.2,95,0,0.0008288326281198606,3,400,2,COMPLETE
82,0.4309985637664795,0.45564213395118713,2025-01-19 08:11:01.052413,2025-01-19 08:21:58.583660,0 days 00:10:57.531247,5,0.2,32,0.25,227,0.30000000000000004,111,0,0.0009350776625411681,3,1200,2,COMPLETE
83,0.48386627435684204,0.42332011461257935,2025-01-19 08:21:58.585043,2025-01-19 08:48:07.359970,0 days 00:26:08.774927,4,0.2,64,0.45,267,0.25,95,0,0.0003322925693546463,3,300,4,COMPLETE
84,0.4707798957824707,0.4324021339416504,2025-01-19 08:48:07.361016,2025-01-19 09:12:55.890834,0 days 00:24:48.529818,4,0.25,64,0.45,267,0.2,95,0,0.00031581868225946923,2,200,4,COMPLETE
