number,values_0,values_1,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_n_layers,params_neurons,state
80,0.36017895214336454,0.3647260678124147,2024-12-11 17:41:05.468448,2024-12-11 17:42:01.605224,0 days 00:00:56.136776,16,0.05,0.0005545216317711085,3,1300,COMPLETE
81,0.3624207390283589,0.37321306849123886,2024-12-11 17:42:01.606101,2024-12-11 17:42:37.675825,0 days 00:00:36.069724,16,0.05,0.0007242435232445416,3,1200,COMPLETE
82,0.3687699955448376,0.36582600981953395,2024-12-11 17:42:37.676694,2024-12-11 17:43:32.967923,0 days 00:00:55.291229,16,0.05,0.0005627991831196298,3,1400,COMPLETE
83,0.35100887075819287,0.3677350467308094,2024-12-11 17:43:32.968753,2024-12-11 17:44:24.851581,0 days 00:00:51.882828,16,0.05,0.0007362808069522442,3,1200,COMPLETE
84,0.37198744034525866,0.3724110576782461,2024-12-11 17:44:24.852641,2024-12-11 17:45:16.445108,0 days 00:00:51.592467,16,0.05,0.000991412265669926,2,1100,COMPLETE
85,0.26953596765496696,0.679599353943548,2024-12-11 17:45:16.445981,2024-12-11 17:45:38.626132,0 days 00:00:22.180151,16,0.4,0.0009906183354530188,2,1100,COMPLETE
86,0.31611009736421475,0.4187229612779686,2024-12-11 17:45:38.631035,2024-12-11 17:46:09.630974,0 days 00:00:30.999939,16,0.25,0.000616148693441972,1,800,COMPLETE
87,0.32979071153814704,0.4201596021207199,2024-12-11 17:46:09.631793,2024-12-11 17:46:48.837566,0 days 00:00:39.205773,16,0.30000000000000004,0.00010287970141141982,2,1400,COMPLETE
88,0.3248069227357626,0.41838301834345853,2024-12-11 17:46:48.840882,2024-12-11 17:47:17.634427,0 days 00:00:28.793545,16,0.05,0.0007954175528662191,1,1600,COMPLETE
89,0.3314314294105019,0.4537341424533154,2024-12-11 17:47:17.635298,2024-12-11 17:47:55.325689,0 days 00:00:37.690391,16,0.2,0.0006968560473701682,3,1500,COMPLETE
90,0.3515794202697724,0.40955996941895095,2024-12-11 17:47:55.326586,2024-12-11 17:48:25.790595,0 days 00:00:30.464009,16,0.15000000000000002,0.0006528729469522687,3,400,COMPLETE
91,0.3774475817318969,0.3624717894277497,2024-12-11 17:48:25.791499,2024-12-11 17:49:03.858708,0 days 00:00:38.067209,16,0.05,0.0007218741138499818,3,1200,COMPLETE
92,0.31818071584548957,0.4453700850084455,2024-12-11 17:49:03.859724,2024-12-11 17:49:45.545186,0 days 00:00:41.685462,16,0.2,0.0007036060216022235,3,1200,COMPLETE
93,0.33485701585641725,0.4073785756433185,2024-12-11 17:49:45.545994,2024-12-11 17:50:23.130437,0 days 00:00:37.584443,16,0.15000000000000002,0.0007744933018129513,3,1100,COMPLETE
94,0.29321627365906494,0.48709975679271544,2024-12-11 17:50:23.131321,2024-12-11 17:50:52.462370,0 days 00:00:29.331049,16,0.25,0.0005696512543001764,3,1300,COMPLETE
95,0.3677323201308225,0.3839008642010594,2024-12-11 17:50:52.463261,2024-12-11 17:51:34.736605,0 days 00:00:42.273344,16,0.1,0.0007445350770483513,3,1300,COMPLETE
96,0.36112717370251673,0.3797846710838505,2024-12-11 17:51:34.737603,2024-12-11 17:52:17.980502,0 days 00:00:43.242899,16,0.1,0.0006426483251091155,3,1100,COMPLETE
97,0.3591090918306387,0.39191170872793746,2024-12-11 17:52:17.981577,2024-12-11 17:52:52.326481,0 days 00:00:34.344904,16,0.1,0.0008498491587328398,3,1200,COMPLETE
98,0.3400963941581335,0.38296532125112054,2024-12-11 17:52:52.327540,2024-12-11 17:53:23.720752,0 days 00:00:31.393212,16,0.05,0.00080089095794567,3,1400,COMPLETE
99,0.341394226789114,0.39677225898259616,2024-12-11 17:53:23.729611,2024-12-11 17:53:55.264846,0 days 00:00:31.535235,32,0.05,0.00013309360326225385,3,1000,COMPLETE
