MAE,MSE,RMSE,R,R2,SPR
0.35175134125422913,0.215839223129742,0.46458500097370986,0.7868477175091214,0.6191293305493142,0.7807639508956941
0.36020335860264835,0.22499735532158152,0.474338861281238,0.7806670772104304,0.6094410854402761,0.7806512534545992
0.36172042156374135,0.22212236462201065,0.47129859391049606,0.7834559375063875,0.6138032060140126,0.7807831764973175
0.36373940021319323,0.2238508972160546,0.4731288378613743,0.7787169903731723,0.6064001510958513,0.7689052962522508
0.3555095876754874,0.21796815600911923,0.4668705987842019,0.7848799707750079,0.6160365685237773,0.784301714562842
0.3576555060916091,0.21817542185637603,0.4670925195894022,0.7867295813406368,0.6189434341564136,0.7814852904092352
0.3540947188279792,0.21228958238514595,0.4607489363906833,0.790548779725447,0.6249673731253933,0.7895795216611288
0.34608336661309413,0.21232851372094227,0.46079118233853206,0.7924936235298323,0.6280461433354436,0.7884583655243536
0.3662737499577127,0.23020370949758343,0.47979548715841774,0.7732348710132689,0.5978921657509066,0.769648770504503
0.3547258794999769,0.210588610063305,0.4588993463313115,0.7923577084795177,0.6278307381869124,0.7902946634478308
0.3540718141153393,0.20805894655076543,0.45613478989303746,0.7947071005223163,0.631559375620587,0.7858252170072753
0.35609402908243815,0.2150445061415066,0.46372891449801423,0.7888508518624645,0.622285666484136,0.7860936165246756
0.356721621229267,0.21547731232471953,0.4641953385426436,0.786321064452237,0.6183008164012991,0.7788508770499449
0.3620643650904524,0.22575527125903977,0.475137107853133,0.7761407730518652,0.602394499593547,0.7750545796346509
0.3459153982838976,0.20073065947156885,0.4480297528865341,0.8036189215108801,0.64580337101031,0.802782703575998
0.3549652334948415,0.2176010012667056,0.4664772248102855,0.7874650032772262,0.6201011313864019,0.7830897427552407
0.3707987044465816,0.22983076888815201,0.47940668423391014,0.7723818682884817,0.5965737504608054,0.7679173280004064
0.3505366867863527,0.21298460294995822,0.46150254923451745,0.7896707210707413,0.6235798477163845,0.7855364535302607
0.3615432980464571,0.22538083178749035,0.4747429112556504,0.7777661500803893,0.6049201842108707,0.7768858181892795
0.35923299658943053,0.21852820464557807,0.4674700040062229,0.7857418742088599,0.6173902928852518,0.7894090209309422
0.34940302289265995,0.20720465945851324,0.45519738516220987,0.798102763717098,0.6369680214528699,0.7941110718542965
0.35731188051572366,0.2203630697953117,0.46942845013410905,0.7829640448999143,0.613032695606035,0.7852665362022058
0.3566198071583241,0.21964731962263592,0.46866546664186376,0.7829875500324913,0.6130695035058831,0.7804918833358789
0.3578259438309736,0.21697442611806728,0.46580513749642916,0.7849607192882205,0.6161633308254806,0.7846565028033264
0.3497249880890511,0.21331716719681046,0.4618627146640119,0.7902428533374392,0.6244837672508974,0.7917048360300627
0.35871080832249735,0.21701584297264803,0.46584959265051207,0.7854751693205813,0.6169712416191958,0.7804445782371476
0.3558220712053821,0.2162590378163294,0.46503659836224653,0.786477970133642,0.6185475975055338,0.781997677989343
0.364565598347497,0.23100205765108472,0.48062673422426755,0.7735185157075047,0.5983308941423413,0.7722017280253365
0.35190296981088787,0.21673853736369458,0.4655518632372709,0.7873135165430905,0.6198625733314471,0.7792620772530874
0.35152059676542424,0.20647042124335382,0.4543901641137865,0.7967694841500538,0.6348416108727428,0.7982780945219471
