number,values_0,values_1,datetime_start,datetime_complete,duration,params_amount_heads,params_attn_dropout,params_batch_size,params_dropout,params_encoder_output_dim,params_ff_dropout,params_head_dim,params_layer_norm,params_lr,params_n_layers,params_neurons,params_transformer_depth,state
72,0.4269656240940094,0.3681488633155823,2025-01-20 03:47:47.762671,2025-01-20 03:54:12.468977,0 days 00:06:24.706306,3,0.25,32,0.1,152,0.1,101,0,0.0002687551421647044,1,1000,2,COMPLETE
73,0.41569000482559204,0.37059181928634644,2025-01-20 03:54:12.469875,2025-01-20 04:03:42.022082,0 days 00:09:29.552207,2,0.1,32,0.5,161,0.30000000000000004,36,1,0.0003732631787797967,1,900,4,COMPLETE
74,0.38254839181900024,0.3844930827617645,2025-01-20 04:03:42.023130,2025-01-20 04:10:12.313108,0 days 00:06:30.289978,2,0.15000000000000002,16,0.4,248,0.35000000000000003,128,0,0.000463404393534952,2,200,2,COMPLETE
75,0.4229465425014496,0.36518651247024536,2025-01-20 04:10:12.314026,2025-01-20 04:21:21.633308,0 days 00:11:09.319282,5,0.05,128,0.45,145,0.30000000000000004,122,0,0.00021025610139714155,3,2000,2,COMPLETE
76,0.4224754869937897,0.3696195185184479,2025-01-20 04:21:21.634206,2025-01-20 04:28:29.964185,0 days 00:07:08.329979,2,0.35000000000000003,32,0.05,259,0.4,50,0,0.0005977893145744331,1,1200,2,COMPLETE
77,0.4213184416294098,0.36197349429130554,2025-01-20 04:28:29.965058,2025-01-20 04:41:01.044602,0 days 00:12:31.079544,3,0.30000000000000004,64,0.15000000000000002,166,0.35000000000000003,115,1,0.0003147785769845275,1,1100,3,COMPLETE
78,0.41100698709487915,0.37145620584487915,2025-01-20 04:41:01.045449,2025-01-20 04:47:59.528046,0 days 00:06:58.482597,2,0.5,32,0.5,144,0.25,126,0,0.00017847838074826902,1,1100,2,COMPLETE
79,0.43415528535842896,0.36060643196105957,2025-01-20 04:47:59.529091,2025-01-20 04:56:03.542534,0 days 00:08:04.013443,2,0.4,32,0.45,173,0.30000000000000004,119,0,0.00042783540775061176,2,600,2,COMPLETE
80,0.334391713142395,0.4051181375980377,2025-01-20 04:56:03.543422,2025-01-20 05:03:14.917201,0 days 00:07:11.373779,4,0.2,16,0.0,135,0.2,111,0,0.0015078281362101858,1,1500,3,COMPLETE
81,0.3206222653388977,0.4149937629699707,2025-01-20 05:03:14.918090,2025-01-20 05:07:32.714420,0 days 00:04:17.796330,2,0.25,32,0.5,152,0.30000000000000004,123,0,0.002178580687979956,3,1200,2,COMPLETE
82,0.4462865889072418,0.36114197969436646,2025-01-20 05:07:32.715359,2025-01-20 05:21:27.946194,0 days 00:13:55.230835,2,0.1,32,0.45,159,0.25,119,0,0.00041999750317224223,1,1000,5,COMPLETE
83,0.4367815852165222,0.3628687858581543,2025-01-20 05:21:27.947310,2025-01-20 05:29:40.503956,0 days 00:08:12.556646,4,0.1,32,0.05,160,0.35000000000000003,126,0,0.0005351887825832972,3,1700,2,COMPLETE
84,0.42591992020606995,0.36282631754875183,2025-01-20 05:29:40.504580,2025-01-20 05:39:37.813905,0 days 00:09:57.309325,5,0.15000000000000002,32,0.0,172,0.4,122,0,0.00024248012451109476,2,1300,2,COMPLETE
85,0.42600518465042114,0.36057648062705994,2025-01-20 05:39:37.814778,2025-01-20 06:04:54.693037,0 days 00:25:16.878259,3,0.05,128,0.1,278,0.30000000000000004,115,0,0.0003301865929407702,1,1000,4,COMPLETE
86,0.3867785334587097,0.38352152705192566,2025-01-20 06:04:54.694000,2025-01-20 06:15:48.891590,0 days 00:10:54.197590,2,0.1,32,0.45,293,0.35000000000000003,94,1,0.00019725686087207839,1,400,2,COMPLETE
87,0.4254550039768219,0.36384281516075134,2025-01-20 06:15:48.892689,2025-01-20 06:35:30.822232,0 days 00:19:41.929543,3,0.0,64,0.5,208,0.45,120,0,0.0002785629526667087,3,1800,5,COMPLETE
88,0.4378131330013275,0.36701488494873047,2025-01-20 06:35:30.823224,2025-01-20 06:43:42.760676,0 days 00:08:11.937452,4,0.15000000000000002,32,0.5,156,0.35000000000000003,124,0,0.0007832228233439425,1,1100,2,COMPLETE
89,0.4218165874481201,0.36353355646133423,2025-01-20 06:43:42.761884,2025-01-20 06:50:38.444470,0 days 00:06:55.682586,2,0.05,32,0.05,215,0.05,107,0,0.0003660053538108334,2,200,2,COMPLETE
90,0.4007250666618347,0.3750649392604828,2025-01-20 06:50:38.445495,2025-01-20 07:02:13.106114,0 days 00:11:34.660619,5,0.45,16,0.2,261,0.25,85,0,0.00010508085219318527,1,900,2,COMPLETE
91,0.3848232626914978,0.37699079513549805,2025-01-20 07:02:13.106990,2025-01-20 07:07:21.273663,0 days 00:05:08.166673,4,0.15000000000000002,32,0.1,155,0.35000000000000003,128,0,0.001318842071928036,1,1100,2,COMPLETE
92,0.00021774768538307399,0.5371642112731934,2025-01-20 07:07:21.274694,2025-01-20 07:09:59.843688,0 days 00:02:38.568994,2,0.35000000000000003,32,0.5,144,0.30000000000000004,124,1,0.004565159809316422,1,1100,4,COMPLETE
93,0.3846239745616913,0.38616007566452026,2025-01-20 07:09:59.844688,2025-01-20 07:16:39.691212,0 days 00:06:39.846524,2,0.2,32,0.45,223,0.1,79,0,0.00022535829065104505,2,1200,2,COMPLETE
94,0.03865169361233711,0.5177639722824097,2025-01-20 07:16:39.692180,2025-01-20 07:21:37.283517,0 days 00:04:57.591337,2,0.1,128,0.4,149,0.5,117,0,0.009921281511274506,3,1000,2,COMPLETE
95,0.4231572151184082,0.3638627827167511,2025-01-20 07:21:37.284567,2025-01-20 07:30:57.570306,0 days 00:09:20.285739,4,0.4,32,0.5,189,0.4,63,0,0.0007722355951397329,1,1000,3,COMPLETE
96,0.4009357988834381,0.3776925206184387,2025-01-20 07:30:57.571364,2025-01-20 07:37:27.250321,0 days 00:06:29.678957,2,0.5,64,0.5,158,0.25,126,1,0.0004186216628321973,1,1300,2,COMPLETE
97,0.346261590719223,0.3967990279197693,2025-01-20 07:37:27.251126,2025-01-20 07:43:20.457781,0 days 00:05:53.206655,2,0.15000000000000002,32,0.15000000000000002,164,0.30000000000000004,121,0,0.0018786157929218676,1,1200,2,COMPLETE
98,0.3108382225036621,0.4175885319709778,2025-01-20 07:43:20.458397,2025-01-20 08:03:45.647108,0 days 00:20:25.188711,5,0.05,32,0.35000000000000003,195,0.2,90,0,0.003008302620373972,1,1100,5,COMPLETE
99,0.4142340123653412,0.3749149441719055,2025-01-20 08:03:45.648161,2025-01-20 08:12:26.516966,0 days 00:08:40.868805,2,0.25,16,0.45,138,0.35000000000000003,45,0,0.0004814148678421651,3,900,2,COMPLETE
