number,values_0,values_1,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_n_layers,params_neurons,state
47,0.4263346515898091,0.38038243025061247,2024-12-11 20:03:56.003748,2024-12-11 20:04:31.496268,0 days 00:00:35.492520,16,0.0,0.0009032508776539203,1,200,COMPLETE
48,0.4947760393104626,0.34115385704917933,2024-12-11 20:04:31.498781,2024-12-11 20:05:51.045910,0 days 00:01:19.547129,16,0.0,0.0007586666665751005,3,1700,COMPLETE
49,0.49897352945760937,0.3418761348856232,2024-12-11 20:05:51.046667,2024-12-11 20:07:17.909245,0 days 00:01:26.862578,16,0.0,0.0007481807290239379,3,1600,COMPLETE
50,0.5074409018405379,0.33309488889914485,2024-12-11 20:07:17.910311,2024-12-11 20:08:53.013067,0 days 00:01:35.102756,16,0.0,0.000734673428856908,3,1700,COMPLETE
51,0.49677127275280003,0.34048021345677915,2024-12-11 20:08:53.014112,2024-12-11 20:10:28.061284,0 days 00:01:35.047172,16,0.0,0.0007140251471532393,3,1700,COMPLETE
52,0.4316500423918693,0.3827786621117423,2024-12-11 20:10:28.062026,2024-12-11 20:11:17.782034,0 days 00:00:49.720008,16,0.0,0.0007125408334008273,1,1700,COMPLETE
53,0.48316448969359965,0.3427485991880988,2024-12-11 20:11:17.785181,2024-12-11 20:12:56.607634,0 days 00:01:38.822453,16,0.0,0.0009967064746426216,3,1800,COMPLETE
54,0.4942856412855662,0.3442357922735743,2024-12-11 20:12:56.608395,2024-12-11 20:14:31.662800,0 days 00:01:35.054405,16,0.05,0.0006600177632550233,3,1600,COMPLETE
55,0.4987040842169031,0.34211846478827035,2024-12-11 20:14:31.677365,2024-12-11 20:16:36.383923,0 days 00:02:04.706558,16,0.05,0.0006798442520762964,3,1600,COMPLETE
56,0.2576654620355362,0.6339476936506347,2024-12-11 20:16:36.384849,2024-12-11 20:17:15.086451,0 days 00:00:38.701602,16,0.45,0.0007745961905506596,2,1900,COMPLETE
57,0.5073759705204375,0.34452151066949765,2024-12-11 20:17:15.087251,2024-12-11 20:19:01.055868,0 days 00:01:45.968617,16,0.05,0.0004972072218702357,3,1500,COMPLETE
58,0.41960362419652625,0.3849689665341784,2024-12-11 20:19:01.056527,2024-12-11 20:19:43.965233,0 days 00:00:42.908706,16,0.05,0.0005136704503379855,1,1500,COMPLETE
59,0.49901014281884876,0.34240496198235615,2024-12-11 20:19:43.968766,2024-12-11 20:21:35.001363,0 days 00:01:51.032597,16,0.0,0.000619346277064391,2,1400,COMPLETE
60,0.4664992181238592,0.36307922749641,2024-12-11 20:21:35.001903,2024-12-11 20:22:37.841451,0 days 00:01:02.839548,64,0.0,0.0006267395366141833,3,1300,COMPLETE
61,0.4971180912424639,0.3465526155597895,2024-12-11 20:22:37.841961,2024-12-11 20:24:55.046504,0 days 00:02:17.204543,16,0.05,0.0005636229361300779,2,1800,COMPLETE
62,0.31956963793386395,0.508552014220831,2024-12-11 20:24:55.057183,2024-12-11 20:25:41.978995,0 days 00:00:46.921812,16,0.45,0.00045357405502064835,3,1600,COMPLETE
63,0.4832274494696517,0.34472241980278584,2024-12-11 20:25:41.979801,2024-12-11 20:27:19.258773,0 days 00:01:37.278972,16,0.05,0.000817683077729979,3,1900,COMPLETE
64,0.4981406759308216,0.3418898496249311,2024-12-11 20:27:19.259586,2024-12-11 20:29:38.190597,0 days 00:02:18.931011,16,0.0,0.000671174516087149,2,1600,COMPLETE
65,0.3743779694120566,0.47356085848431295,2024-12-11 20:29:38.196461,2024-12-11 20:30:13.561386,0 days 00:00:35.364925,64,0.5,0.0006070623898310505,3,1500,COMPLETE
66,0.4342311163492217,0.38102766178993636,2024-12-11 20:30:13.562062,2024-12-11 20:31:01.105317,0 days 00:00:47.543255,16,0.0,0.0007146000702484919,1,2000,COMPLETE
67,0.4953279152588059,0.34403624178966846,2024-12-11 20:31:01.106162,2024-12-11 20:33:07.822293,0 days 00:02:06.716131,16,0.05,0.0004248465414139139,3,1400,COMPLETE
68,0.43846560063918555,0.3812705786887872,2024-12-11 20:33:07.829861,2024-12-11 20:33:57.506385,0 days 00:00:49.676524,64,0.0,0.0005224280831852219,2,1800,COMPLETE
69,0.4131199208697186,0.3923410815104499,2024-12-11 20:33:57.507086,2024-12-11 20:34:39.781149,0 days 00:00:42.274063,128,0.45,0.00037820931606297366,3,1700,COMPLETE
