number,values_0,values_1,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
41,0.4589114491975832,0.42808867283786445,2024-12-11 10:18:27.572617,2024-12-11 10:18:53.141728,0 days 00:00:25.569111,0.729015683187513,1.2088529216834338,0.08205354041040253,1,27,1479,0.2840768041794487,1.415835856244204,0.7438514122966937,COMPLETE
42,0.3687884082786769,0.4725597756667478,2024-12-11 10:18:53.142372,2024-12-11 10:19:07.837154,0 days 00:00:14.694782,0.691863156182113,1.2410498732346515,0.46111694993935937,4,36,799,0.18163110701935975,0.3932853209791227,0.7328176632976927,COMPLETE
43,0.45616692633361977,0.4286221631989939,2024-12-11 10:19:07.837818,2024-12-11 10:19:41.354313,0 days 00:00:33.516495,0.7675218237252173,0.8846178601402953,0.09708016976611114,8,21,1809,0.023792456125711764,2.125881274294284,0.698034950502694,COMPLETE
44,0.4219569218454063,0.4440492172675297,2024-12-11 10:19:41.354994,2024-12-11 10:20:04.397251,0 days 00:00:23.042257,0.6510290752653093,1.7224838030825214,0.1372991066329436,18,32,1307,2.316723477427275,0.010896537406612783,0.774946477769511,COMPLETE
45,0.3496181120002405,0.5744334077893309,2024-12-11 10:20:04.397991,2024-12-11 10:20:07.848972,0 days 00:00:03.450981,0.5209870479800245,2.0206908572562874,0.005206097578153948,35,46,62,1.0571371161151202,0.36124817987903257,0.5618830823563337,COMPLETE
46,0.42744317250465336,0.448706301679014,2024-12-11 10:20:07.849618,2024-12-11 10:20:36.586814,0 days 00:00:28.737196,0.6935921688914588,2.9117002977498583,0.07595723974345886,10,30,1642,0.925311067009262,2.822765874523744,0.6895260268893048,COMPLETE
47,0.43201980383407274,0.4391322751886042,2024-12-11 10:20:36.587571,2024-12-11 10:21:01.563022,0 days 00:00:24.975451,0.6166386228537428,1.3622703040703543,0.1780341063626239,25,35,1427,1.3138074347411781,0.5621468893058051,0.8254964477622078,COMPLETE
48,0.4640502018763568,0.42693782415572407,2024-12-11 10:21:01.563722,2024-12-11 10:21:36.484608,0 days 00:00:34.920886,0.5777747840357206,0.5876482079189514,0.04125856492342339,3,25,1913,1.5824028707066713,0.17443260967063653,0.8809184753555374,COMPLETE
49,0.4151094644801292,0.4600827382892344,2024-12-11 10:21:36.485301,2024-12-11 10:22:09.894964,0 days 00:00:33.409663,0.5232655500349042,2.3200266818418505,0.05579882422786368,4,4,1932,2.6966846984639874,0.6105102276008837,0.9198233839363303,COMPLETE
50,0.4306964813693407,0.43701352281972017,2024-12-11 10:22:09.895643,2024-12-11 10:22:22.143037,0 days 00:00:12.247394,0.6459453378041229,0.6140279602351268,0.23562002415175703,60,24,603,1.5349861907636373,0.13586232865436426,0.7098438250789632,COMPLETE
51,0.3369144468589093,0.5030110701056767,2024-12-11 10:22:22.143705,2024-12-11 10:22:35.153067,0 days 00:00:13.009362,0.5649534872862544,2.998790006171283,0.8057930302526497,1,13,725,0.37541196135529387,0.3257886894724732,0.7399069983071471,COMPLETE
52,0.45033571116925497,0.4284916489167715,2024-12-11 10:22:35.153766,2024-12-11 10:22:52.286620,0 days 00:00:17.132854,0.6075575575011356,0.7601141845188397,0.1366118796669423,7,17,867,0.1443581748295551,0.44273706851838013,0.6563469684397255,COMPLETE
53,0.3428765485832234,0.4848512531024297,2024-12-11 10:22:52.287317,2024-12-11 10:23:10.839380,0 days 00:00:18.552063,0.5005490586426035,1.127663899379573,0.4239219712187535,52,33,1038,0.5541385827322386,1.3649993556659057,0.629368718501347,COMPLETE
54,0.3940169315674492,0.4588513144743226,2024-12-11 10:23:10.840162,2024-12-11 10:23:32.382934,0 days 00:00:21.542772,0.6759499203863875,0.9646396358317535,0.5354074561885072,11,29,1211,0.7217573946983344,1.046358209268908,0.9551353589565668,COMPLETE
55,0.4160546459514535,0.4459871050989543,2024-12-11 10:23:32.383623,2024-12-11 10:24:00.352638,0 days 00:00:27.969015,0.5338394060677459,0.8430609788832817,0.2915524261739564,43,40,1604,0.32411021405305457,0.8178027486247716,0.6768397961299832,COMPLETE
56,0.46383307091939613,0.4261765605353336,2024-12-11 10:24:00.353325,2024-12-11 10:24:33.499862,0 days 00:00:33.146537,0.5719896089362247,1.4513698069881482,0.03259219259497226,3,25,1780,0.1260383746659035,0.15436130419086183,0.6166133962441736,COMPLETE
57,0.45149743480671384,0.4345261172509822,2024-12-11 10:24:33.500549,2024-12-11 10:25:05.058539,0 days 00:00:31.557990,0.5839397776986477,1.8677460179038907,0.04294298109765999,3,27,1746,0.4656305433161755,1.1347920571537942,0.6159724306899999,COMPLETE
58,0.43529821136170765,0.44141798153012424,2024-12-11 10:25:05.059237,2024-12-11 10:25:25.463718,0 days 00:00:20.404481,0.6380457745047212,1.4939790000493165,0.15939224668944993,16,36,1125,0.11632374944052974,0.6702902121701414,0.8801129108442344,COMPLETE
59,0.43030477622764146,0.44037159728434216,2024-12-11 10:25:25.464414,2024-12-11 10:25:50.159974,0 days 00:00:24.695560,0.6168139883049079,1.140434549560488,0.21682189325681597,7,24,1382,0.8518185211712606,0.7720563512002291,0.6645105251868482,COMPLETE
60,0.41560954994489274,0.4463998426609351,2024-12-11 10:25:50.160766,2024-12-11 10:26:17.671499,0 days 00:00:27.510733,0.5681800996121258,0.11882442880514632,0.26692805370670813,30,9,1496,0.7341391988251842,0.8913959040095892,0.7596753057474889,COMPLETE
61,0.43089054575811225,0.44350466630394647,2024-12-11 10:26:17.672254,2024-12-11 10:26:27.862350,0 days 00:00:10.190096,0.7376114219816842,0.91544880734102,0.33533895990372764,3,28,508,0.2759479441945049,0.20017904610182374,0.7078754916433856,COMPLETE
62,0.44087994950123,0.4333249309935144,2024-12-11 10:26:27.863016,2024-12-11 10:26:53.035085,0 days 00:00:25.172069,0.8137228997970679,0.3923163759057342,0.10613903368174911,12,50,1257,2.9852165170357985,0.3762730114896804,0.7218104166182439,COMPLETE
63,0.39541621124989595,0.4676611641462426,2024-12-11 10:26:53.035865,2024-12-11 10:26:59.480709,0 days 00:00:06.444844,0.5379740762260518,0.6930651346936375,0.3684494584423414,3,30,284,1.1225592303412701,0.513024053124812,0.5276578442660319,COMPLETE
64,0.4323808124232986,0.4454491419055911,2024-12-11 10:26:59.481457,2024-12-11 10:27:32.430983,0 days 00:00:32.949526,0.7174899677067217,2.713494047052526,0.12328459644185619,68,33,1897,0.47821760961184845,0.27285949807993154,0.7802517000281071,COMPLETE
65,0.42488053655638963,0.4417012343088046,2024-12-11 10:27:32.431674,2024-12-11 10:28:01.867906,0 days 00:00:29.436232,0.5886442701291572,2.0739809402235734,0.17881576740253036,8,25,1700,0.014733486964703113,0.08365621245564506,0.6925784607042583,COMPLETE
66,0.4680475628300364,0.4248211938464042,2024-12-11 10:28:01.868648,2024-12-11 10:28:30.957288,0 days 00:00:29.088640,0.7792864896681336,0.5092224148547648,0.02102191037935948,20,45,945,1.6218586193170652,2.2994469271966453,0.7479087152032977,COMPLETE
67,0.4534886159112417,0.43427204582404116,2024-12-11 10:28:30.958047,2024-12-11 10:29:11.533539,0 days 00:00:40.575492,0.7748719267954978,0.5142997958785902,0.006802517323534691,32,44,865,2.0250399378267265,2.4178308937822837,0.7574035333341882,COMPLETE
68,0.4651126240674023,0.4222037466648108,2024-12-11 10:29:11.534241,2024-12-11 10:29:37.221298,0 days 00:00:25.687057,0.7539582106865128,0.26526444844218156,0.04077951843923305,21,47,958,1.6395789457592334,1.5790385080450187,0.8139694220975595,COMPLETE
69,0.46863418724141026,0.42129227806570446,2024-12-11 10:29:37.222001,2024-12-11 10:30:02.968700,0 days 00:00:25.746699,0.7546189618074842,0.32368785250996246,0.03612933709472583,21,47,951,1.6468112214579298,1.5475044490547882,0.8144889704322644,COMPLETE
70,0.3603979241825599,0.4689563883002207,2024-12-11 10:30:02.969455,2024-12-11 10:30:16.537252,0 days 00:00:13.567797,0.7494296566733795,0.2486398614956366,0.5838870109050813,20,46,703,1.6290208022325072,1.5774035393237724,0.8147383005933971,COMPLETE
71,0.4768080274143666,0.41656538562147294,2024-12-11 10:30:16.537983,2024-12-11 10:30:41.698648,0 days 00:00:25.160665,0.7766765505849851,0.20476749517814874,0.04691110684032047,39,48,949,1.7686051117899952,1.4769566717652414,0.8468029774200019,COMPLETE
72,0.48093824945730634,0.4106504769502074,2024-12-11 10:30:41.699485,2024-12-11 10:31:27.317313,0 days 00:00:45.617828,0.7863349144267977,0.005656226818206822,0.029066833536063853,39,48,954,1.8612436680358633,1.6841147543916546,0.8437366244508926,COMPLETE
73,0.37477124890089925,0.4921470870866835,2024-12-11 10:31:27.318077,2024-12-11 10:31:45.924215,0 days 00:00:18.606138,0.7938912333155669,0.03679932756509924,0.7165999223625239,41,47,960,1.8108348036661057,1.41296037719785,0.8402161650800871,COMPLETE
74,0.2845839575060587,0.5392990218700178,2024-12-11 10:31:45.924938,2024-12-11 10:32:03.239870,0 days 00:00:17.314932,0.8387362813322943,0.1668888754576255,0.8772154326411326,50,48,916,1.8377728088643852,1.6487777571295368,0.8459552876703897,COMPLETE
75,0.38645710074481704,0.45662683100861007,2024-12-11 10:32:03.240647,2024-12-11 10:32:18.788548,0 days 00:00:15.547901,0.7817245996778688,0.07171874664731252,0.41910824750616127,38,44,768,1.9144056491463788,1.5061084660487611,0.8219866771652967,COMPLETE
76,0.3878903427888738,0.45591922027299053,2024-12-11 10:32:18.789246,2024-12-11 10:32:39.732384,0 days 00:00:20.943138,0.762959980687926,0.018441030518053965,0.5128053755005225,41,50,1072,2.1248894476687332,1.73095843294427,0.8669871947057222,COMPLETE
77,0.3906262188907175,0.4616687214814655,2024-12-11 10:32:39.733097,2024-12-11 10:32:58.351670,0 days 00:00:18.618573,0.7982133238378961,0.13890913199317692,0.47089551078847003,48,42,980,1.7102270656310115,2.018778957114589,0.7992481838630852,COMPLETE
78,0.36447836626511737,0.4697468450669232,2024-12-11 10:32:58.352397,2024-12-11 10:33:15.284453,0 days 00:00:16.932056,0.8133488385325721,0.32922415705470787,0.5992708232298354,40,45,905,1.990762720172627,1.5746927147926455,0.8344638863262281,COMPLETE
79,0.46778211995615704,0.42271269341982104,2024-12-11 10:33:15.285222,2024-12-11 10:33:40.809639,0 days 00:00:25.524417,0.7502858091882999,0.20012978500715686,0.08773257686718902,37,48,1164,1.4965237670019844,1.2442603742239984,0.8072652610652543,COMPLETE
80,0.46375943255973145,0.4228633179578066,2024-12-11 10:33:40.810358,2024-12-11 10:33:59.444078,0 days 00:00:18.633720,0.7536000318749194,0.18404840254725954,0.09988176212195535,37,48,816,1.9155973935970496,1.2731950817330586,0.8544897624723261,COMPLETE
81,0.4754393292256939,0.4156834393758765,2024-12-11 10:33:59.444810,2024-12-11 10:34:29.053189,0 days 00:00:29.608379,0.750526568230833,0.19700799340679298,0.02575193171916,38,48,830,1.4691977060659867,1.2514511685285856,0.8510746539487898,COMPLETE
82,0.45346201978263406,0.4224756933289432,2024-12-11 10:34:29.053930,2024-12-11 10:34:47.565463,0 days 00:00:18.511533,0.7844119448291262,0.21954162773638342,0.08712828540783026,37,48,801,1.663465229654527,1.7902301658936437,0.915713526845754,COMPLETE
83,0.4766653514266606,0.4159064659568041,2024-12-11 10:34:47.566178,2024-12-11 10:35:33.602591,0 days 00:00:46.036413,0.7544881769060157,0.10000749440963987,0.01827059334079989,45,48,1162,1.8100946059960712,1.288024327469513,0.8483742187735329,COMPLETE
84,0.38038382514559604,0.4581960138272915,2024-12-11 10:35:33.603339,2024-12-11 10:35:54.628860,0 days 00:00:21.025521,0.8493775159329628,0.3276723602377199,0.4962172961715456,45,49,1153,1.3591664111930328,1.9270288531732827,0.8906731653308524,COMPLETE
85,0.47180881703114075,0.4181400014039919,2024-12-11 10:35:54.629582,2024-12-11 10:36:42.488499,0 days 00:00:47.858917,0.7063244448710558,0.09230160735592965,0.01288589277012014,33,47,1004,1.4575389344795548,2.2438182011140286,0.8243174494797038,COMPLETE
86,0.3697393542535229,0.5377259159120177,2024-12-11 10:36:42.489210,2024-12-11 10:37:36.229556,0 days 00:00:53.740346,0.7704992991277332,0.0861634423378744,0.0005952453037617184,33,42,1082,1.4616860835047738,2.2314875792031206,0.8304486828135833,COMPLETE
87,0.4520538326881269,0.4302214188669941,2024-12-11 10:37:36.230313,2024-12-11 10:37:43.219307,0 days 00:00:06.988994,0.7082201661984602,0.004652437400464861,0.06665566766837647,46,46,124,1.8034784177651315,1.2087337678807835,0.8026003183325194,COMPLETE
88,0.46259117880369355,0.4237557544722579,2024-12-11 10:37:43.220056,2024-12-11 10:38:09.635581,0 days 00:00:26.415525,0.8848048913599444,0.455546412003841,0.030627270977875574,39,43,971,1.496412156934415,1.3495515309596164,0.786339305386112,COMPLETE
89,0.4647724564389274,0.4222249790747565,2024-12-11 10:38:09.636381,2024-12-11 10:38:29.113401,0 days 00:00:19.477020,0.8098732518822244,0.12916806744410164,0.13698138484487563,36,40,877,1.6040714759191639,1.6763508976816324,0.8136759385382851,COMPLETE
90,0.399434834614509,0.4515562783240915,2024-12-11 10:38:29.114175,2024-12-11 10:38:41.815543,0 days 00:00:12.701368,0.9974031834498902,1.3257487799828993,0.23655847627199872,42,49,647,2.0946048344781008,1.4403710098726452,0.8647697855265737,COMPLETE
91,0.4549661181450254,0.42203295142021185,2024-12-11 10:38:41.816284,2024-12-11 10:39:01.616281,0 days 00:00:19.799997,0.7422264290114079,0.11792172136416945,0.12626393853083218,35,47,868,1.8538702356608796,1.7335367518961442,0.8139436573265928,COMPLETE
92,0.4160353660193966,0.4504526879752559,2024-12-11 10:39:01.617003,2024-12-11 10:39:19.631160,0 days 00:00:18.014157,0.7498175551689632,1.6846722865009407,0.31373971759029207,32,47,1002,1.2793099562349382,1.7310697260508185,0.8407362936382952,COMPLETE
93,0.46306219100559104,0.42385357369476784,2024-12-11 10:39:19.631977,2024-12-11 10:39:44.189547,0 days 00:00:24.557570,0.7376274880677861,0.22193349647489868,0.061758045856386966,58,47,1050,1.7588073352434697,1.6250515220079262,0.8198185720399875,COMPLETE
94,0.4222416112470312,0.44553653797292936,2024-12-11 10:39:44.190291,2024-12-11 10:40:01.775841,0 days 00:00:17.585550,0.9171467177437957,1.563291024318791,0.28568276642078777,25,45,945,1.3904072250204307,1.517508056699916,0.5937413672031782,COMPLETE
95,0.408444599642919,0.4523846972356852,2024-12-11 10:40:01.776646,2024-12-11 10:40:08.597976,0 days 00:00:06.821330,0.7890707360896327,0.33128576435243434,0.3449037977196808,43,6,244,1.852771259112718,2.9777790310699808,0.8061376483255034,COMPLETE
96,0.4702999433349736,0.4169246694477876,2024-12-11 10:40:08.598737,2024-12-11 10:40:41.256600,0 days 00:00:32.657863,0.776205418756953,0.09133780570738037,0.02238791209585106,48,49,731,2.1864364164562438,1.788752391672086,0.8733448959671188,COMPLETE
97,0.4097204335808559,0.4559046210891924,2024-12-11 10:40:41.257430,2024-12-11 10:40:55.144282,0 days 00:00:13.886852,0.7765318819550643,1.936045558934086,0.11432472451238068,39,49,722,2.219547085722788,1.864797712425883,0.904250598333723,COMPLETE
98,0.4042079579376444,0.44699275266289806,2024-12-11 10:40:55.145039,2024-12-11 10:41:18.161174,0 days 00:00:23.016135,0.9733267289900922,0.0851586965730802,0.3906357438001582,64,45,1203,1.258629678281447,2.8483705602203946,0.9369454249909661,COMPLETE
99,0.41220125937009333,0.45883844734822593,2024-12-11 10:41:18.161931,2024-12-11 10:41:37.344936,0 days 00:00:19.183005,0.8255519838363827,2.247149049558955,0.020163927858148054,50,50,841,2.40541885536253,1.7664409274981276,0.85014041146489,COMPLETE
