MAE,MSE,RMSE,R,R2,SPR
0.36810387351789753,0.22070414592712287,0.4697915983998893,0.6515810297981514,0.4245578383928194,0.6622429164053553
0.3696258044463346,0.22195683340855127,0.4711229493545727,0.6490728808762529,0.4212956046889984,0.6594459231846682
0.3691769924311036,0.22089216554770888,0.46999166540238657,0.6510925273182154,0.4239214791296211,0.660828991229458
0.36865282875391886,0.2211860804380765,0.4703042424198154,0.6506043813084508,0.423286060977752,0.6603056285715989
0.36850395767870536,0.22096479454417706,0.47006892531221106,0.6511183205913558,0.42395506740970756,0.6622204678424746
0.36977673817441997,0.22181289145880134,0.47097015983902984,0.6494869481283277,0.4218332957890491,0.6598383744638038
0.3685032733258738,0.21960605710928735,0.4686214432879564,0.6536655404485449,0.42727863876988825,0.6639756728884207
0.36939460645199745,0.2214767734518057,0.47061318877800873,0.6499349278585019,0.4224154104504361,0.6603975571080234
0.3693848694498994,0.22185654231514604,0.47101649898400166,0.6492931760333256,0.42158162844344316,0.6607247455548665
0.36796480473033816,0.2202693048622962,0.469328568129297,0.6523909422563555,0.4256139415381354,0.6636063901718917
0.36961897300020236,0.22184190072331028,0.4710009561808875,0.6492509148110492,0.4215267503829843,0.6598528258868724
0.369861413067722,0.2212327911308758,0.4703538998784594,0.6503227101393444,0.4229196273229818,0.659457340323178
0.36911628538815644,0.22190391049533983,0.47106677923128887,0.6494104984626625,0.4217339955135238,0.6606741141455743
0.36906906508245746,0.22133444201714306,0.4704619453442999,0.6503561018220221,0.42296305917713634,0.6615435395288038
0.3689096451585023,0.2213654123847752,0.4704948590418127,0.6503698885427933,0.4229809919231654,0.6616674051959246
0.36849332794095013,0.22057041117082893,0.4696492427022841,0.6518334905184531,0.4248868993614702,0.6622042678486432
0.36928593121445297,0.22149335645139662,0.47063080695105014,0.6501733677751297,0.422725408164054,0.6602331914563242
0.36826609412521066,0.2209771935394237,0.47008211361359376,0.6509688578285374,0.42376045386259054,0.6608576369328362
0.36849058883899083,0.2202749429059998,0.4693345745904512,0.6523401900036843,0.4255477234940429,0.6632159703205541
0.3686161536023717,0.22136540668099358,0.47049485298034194,0.6504355383077772,0.42306638949372793,0.6607078512755852
0.3685379910305912,0.2201772659704618,0.4692305040920313,0.6525026963864038,0.42575976879152744,0.6633339988470404
0.36828460625527515,0.2205844982474504,0.4696642399070323,0.6517974054692298,0.4248398577764196,0.6621333221613719
0.3689633661759324,0.2210458312650849,0.47015511404757143,0.6508774607588178,0.4236414689238464,0.6621593192943298
0.36820204729253647,0.22114870925623642,0.4702645098837849,0.6508449821305387,0.4235991907645012,0.6618135137117186
0.3694980636658406,0.22184377185251,0.47100294250939667,0.6496008023052836,0.42198120235566816,0.6596237374026753
0.36975510252410615,0.22125510568774684,0.470377620309201,0.6504674147517756,0.42310785765385844,0.660452405658567
0.36845910764791123,0.2213573108244726,0.4704862493468567,0.6503845322313222,0.4230000397657558,0.6605642884731076
0.3700177885380038,0.22166017340385016,0.47080800057332306,0.649603254531093,0.42198438829738805,0.6608108112363805
0.36925416639194675,0.22167320298900037,0.4708218378420869,0.6496667720667669,0.4220669147276525,0.6602381543115772
0.36900331826845806,0.22141977797714646,0.4705526304008367,0.6502355016231861,0.42280620757115644,0.6610707568516853
