MAE,MSE,RMSE,R,R2,SPR
0.3784019472629561,0.24730874827313973,0.4973014661884074,0.6530624606683961,0.42649057753426045,0.6535999368392498
0.3829726030941966,0.25495445790268073,0.5049301515087812,0.6458653124961738,0.4171420018857803,0.6488880786334114
0.3836061818588112,0.25606653786608097,0.5060301748572716,0.6422041283723703,0.41242614249851584,0.6502691409646791
0.3812572420796075,0.25000246310509017,0.5000024630990233,0.6525236224295776,0.42578707782861797,0.6487782529609446
0.3826315638342474,0.2585659544626264,0.5084938096600847,0.6397665381931962,0.4093012233917063,0.641057978757781
0.3796735819677844,0.2538680130738176,0.5038531661841747,0.6430059589391697,0.41345666323128116,0.6442499946851957
0.3726288017960798,0.2406788827597833,0.4905903410787694,0.6657520775279812,0.443225828732823,0.6660578092384507
0.3861541813037218,0.2549478457401739,0.5049236038651529,0.6440897241387548,0.4148515727411372,0.6473281477988239
0.3786099750855702,0.2510177583085238,0.501016724579653,0.6467504930769643,0.41828620029529645,0.6502965009542611
0.3772406460835035,0.2515622465764986,0.5015598135581624,0.65077858313302,0.423512764264621,0.6519811974556265
0.3829161716129518,0.2481761928116244,0.49817285435039954,0.6597281737602811,0.4352412632530757,0.6638765186404619
0.38114982993686086,0.2473509536365547,0.4973438987627723,0.6516546188081023,0.4246537422139331,0.6537690853462708
0.38166140456906106,0.2516806401029847,0.5016778250062331,0.651667583828422,0.4246706398127735,0.6568888955868939
0.39064373034956695,0.2629387838172085,0.5127755686625568,0.6349452334206386,0.4031554494435892,0.6351158981632387
0.38656805175069003,0.2600163661425908,0.5099179994298993,0.636266925052154,0.40483559991532336,0.6374090201472161
0.3726726982240862,0.24388209455701967,0.49384420069189805,0.6527722941207136,0.4261116679716194,0.6569116012925338
0.3868221933079792,0.2542898923939796,0.5042716454392212,0.6502435527617073,0.42281667790816724,0.6487005701333816
0.37856293797368906,0.24430981921402806,0.49427706725482223,0.6616391617236748,0.437766380326407,0.6612597053511667
0.37485935786595814,0.24253805530611391,0.4924815278831419,0.6611198840331237,0.437079501063971,0.6636584615806356
0.3787957180836193,0.2421720631291539,0.4921098079993467,0.6631016004346207,0.4397037324989554,0.6653529295068518
0.3821561941385794,0.24764395459741995,0.49763837733581195,0.6517478854763159,0.424775306222849,0.6516317661601102
0.38523663354108245,0.24986208094320078,0.49986206191628585,0.6540616165176981,0.42779659820174437,0.6505341265780648
0.36977900859687546,0.23628231596180724,0.48608879431828833,0.6716019855698987,0.4510492270214304,0.6663491262703813
0.38201686831533566,0.2504633777785844,0.5004631632583805,0.6565683448017714,0.4310819913957378,0.6567680127757803
0.38207716665005764,0.2604251964130597,0.5103187204219141,0.6350076915866796,0.40323476837424355,0.6398590506428753
0.3860387964084465,0.25230096842064587,0.5022956981904642,0.6489204589286861,0.42109776201621657,0.6540066595415225
0.38284771701417847,0.2519499189480803,0.5019461315201864,0.6501382899329773,0.42267979603697603,0.6528034628568135
0.36593760441346773,0.23858819838975232,0.48845490926978335,0.6681011842666138,0.44635919241845184,0.6763957453020149
0.37526873596669785,0.24793281736714412,0.49792852636412,0.6509516977521506,0.42373811280640716,0.6539463595644833
0.3801526682236526,0.2483364730926179,0.49833369652534826,0.6487085511484703,0.42082278433314746,0.6514248690960344
