MAE,MSE,RMSE,R,R2,SPR
0.3713388801086358,0.2211049437986802,0.4702179747719989,0.6512211720521266,0.42408901492894546,0.6528725828304943
0.36672340979039403,0.2166795926545908,0.4654885526568734,0.65957318356446,0.4350367844773569,0.6528656399759951
0.36884788227093024,0.21855512374796904,0.4674987954508215,0.6560073397428967,0.43034562979655233,0.6601399257775518
0.36485713215003585,0.21684390622629232,0.46566501503365304,0.6594441796809216,0.4348666261150436,0.6591251716845071
0.3629492776838969,0.21421065698615743,0.4628289716365619,0.6648563282680507,0.44203393723807405,0.6649460782331995
0.36736595697185676,0.21614663864260317,0.46491573284048276,0.6607508158597674,0.4365916406593482,0.6618243908504339
0.36402040598186935,0.21438524540972528,0.46301754330664974,0.6644495793910136,0.4414932435528948,0.6656293065444712
0.3693920012616988,0.220126767351672,0.46917669097225195,0.6531328470362353,0.42658251587765833,0.6547008678486134
0.3622782421496648,0.21377807911009505,0.4623614161130825,0.6654322200493342,0.4428000394797856,0.6687174367971574
0.36537940354187354,0.21559850490916546,0.46432586069393705,0.662110077788499,0.4383897551090921,0.6594431974714204
0.36788923437301857,0.2179005288507721,0.46679816714590056,0.6577606093548582,0.43264901921887444,0.6585053463999601
0.3687447731943594,0.21767980722981672,0.4665616864143655,0.6576921328356067,0.4325589415938493,0.657580712466324
0.36876595097665876,0.22187260915538926,0.471033554171451,0.649541257208018,0.42190384481537263,0.6514839862163812
0.3664983730534766,0.21572466186750555,0.46446169041967883,0.6614596515869285,0.4375288706775009,0.6628559961719093
0.3621885041761799,0.21310169312611513,0.4616293893656632,0.6667905180031171,0.4446095948988652,0.6696930107113969
0.3648975014017901,0.21492533404010009,0.46360040340804287,0.663684083692552,0.4404765629468224,0.6656369179701445
0.367462248570078,0.21665456906302158,0.46546167303336755,0.659897688763604,0.4354649596355464,0.663497207356323
0.3703140735371938,0.22129409789093413,0.4704190662493753,0.650789500335317,0.42352697374669157,0.6554627047013816
0.364214588536852,0.21514731716366672,0.4638397537551808,0.6627643248038624,0.4392565502327196,0.6619904022157922
0.3682393027591551,0.2193766470107453,0.46837660809517945,0.6544614681586206,0.42831981330433716,0.6558159417097345
0.36434387794170564,0.21556062297331513,0.46428506649828305,0.6620785105848546,0.4383479541782594,0.664396178442588
0.36883967440835097,0.21748960248371538,0.4663578052136743,0.6579081824237343,0.4328431765001016,0.6546556107229891
0.3687691335573227,0.2177814500591775,0.46667060123729404,0.6577153932870772,0.4325895385667746,0.6571162097860525
0.3682825070517333,0.2193703531989974,0.46836988929583995,0.6543487232600749,0.42817225163209005,0.6533469597927203
0.36674821100691146,0.2161019767678657,0.46486769813342127,0.6614999500007843,0.43758218385104014,0.6602931057192246
0.3705616832051756,0.2186142433189384,0.4675620208260487,0.6560109259814426,0.4303503350070298,0.6554435732800948
0.36687244551709247,0.21568639872863388,0.46442049774814403,0.6615016578878623,0.4375844433883904,0.6648940839672833
0.36760109844341093,0.2172154326372562,0.46606376456152027,0.6586179019199867,0.4337775407294852,0.6605276456299174
0.36748476726247425,0.2164638025233216,0.46525670604873776,0.660027275468027,0.43563600436174676,0.6591683118618045
0.3647653072848552,0.21633660858863255,0.4651199937528299,0.6603891610724566,0.436113844061983,0.6629428847102528
