MAE,MSE,RMSE,R,R2,SPR
0.31668396466580145,0.1967082963688653,0.4435180902385666,0.7834665536426145,0.6138198406766358,0.7772507595482593
0.3242357625617945,0.20322850669560016,0.45080872517687604,0.7742430181417617,0.5994522511412643,0.7693725336973546
0.3257402217965464,0.20570925414009375,0.453551820787982,0.7726983651960617,0.5970627635766663,0.7685427859938329
0.3275757700397328,0.21081964639677567,0.4591510060936115,0.764509751540157,0.5844751601999926,0.7555014963992387
0.3231296559301982,0.20831567332968048,0.4564161186129172,0.7714635384265159,0.5951559911215605,0.7681861144526551
0.32618492179198433,0.21063024973037833,0.4589447131522253,0.7659909905600454,0.5867421976191596,0.7623277843888108
0.3318847238637053,0.21193959395639825,0.46036897588390796,0.7634086999881968,0.5827928432176687,0.7610475767411246
0.329399389939584,0.20698523996231882,0.45495630555287264,0.7703748126456991,0.593477351958896,0.7667026850882114
0.32903452033837893,0.21893037331346304,0.46789996079660345,0.760594772994637,0.5785044087067633,0.7582101735693418
0.3207179118719502,0.2027190881855219,0.4502433655097229,0.7760542698548999,0.6022602297600218,0.773444993142179
0.32915312844358907,0.21050427695752183,0.4588074508522304,0.7651759737077929,0.585494270739669,0.7641819089709377
0.3221299356284159,0.2036047083246165,0.4512257841974642,0.7751223937035013,0.6008147252206457,0.7715175887706829
0.32322158438215226,0.20230889122169307,0.449787606789797,0.775748726304441,0.6017860863629626,0.7708724185897208
0.32106218613364707,0.1987414870485754,0.4458043147487195,0.7807290212499836,0.6095378046219573,0.7726041399838526
0.32343961471452154,0.20490885635212244,0.4526685943956378,0.7720491729645834,0.5960599254752973,0.7628950542627113
0.3246030504081565,0.2009012901582111,0.44822013582414066,0.7774094139238015,0.6043653968573485,0.7699856034396106
0.31693929390483455,0.19475956558344762,0.441315720979264,0.7850050543600631,0.6162329353708456,0.774026124569157
0.32019045131358037,0.19974405648759333,0.4469273503463324,0.7814136814888497,0.6106073416179575,0.7768843606014131
0.32132952508579854,0.2007196882553951,0.4480175088714671,0.779035539837498,0.6068963723299019,0.7730400898812283
0.3232768312140692,0.2032809478337164,0.45086688482712545,0.7788957242538693,0.6066785492609597,0.7723162898377792
0.315208184409064,0.19698999446908885,0.44383554890194277,0.7824915889473493,0.6122930867733474,0.778509647965189
0.3213955686671324,0.20101561473088053,0.4483476494093401,0.7778923828873836,0.6051165593542118,0.7724610660588119
0.31455155622593167,0.20056853584386317,0.4478487868062871,0.7795068873778105,0.6076309874694426,0.7753133035242391
0.3252793963927979,0.20556458789953835,0.45339231124881063,0.7721175610410278,0.5961655280679453,0.7640636399303519
0.31760363425779253,0.19909721950733564,0.4462031146320425,0.7830875905708848,0.6132261745061137,0.7764180125613231
0.32392255520628166,0.2019116995278684,0.44934585736141863,0.7812660793767316,0.6103766867846896,0.7755336292626303
0.3310356330118418,0.2152091655917751,0.4639064190025561,0.7613236283856949,0.5796136671383597,0.7562055984462089
0.32391834461172675,0.20330467235991287,0.4508931939605131,0.774610446935261,0.6000213445012449,0.7781591371142678
0.3250411924766331,0.20754261058229634,0.45556844774665456,0.7697083583034435,0.5924509568421822,0.7688449030015532
0.3182366509942215,0.1975020826863736,0.4444120640648424,0.7833277590148433,0.6136023780432164,0.7726119219083872
