MAE,MSE,RMSE,R,R2,SPR
0.29612506575746433,0.1608660789197743,0.4010811375766433,0.8266141442307113,0.6832909434422713,0.7983657147859807
0.2987533424155028,0.16665276240648177,0.4082312609373292,0.8193572439859443,0.6713462932722423,0.7903521969345703
0.3045715456567696,0.16817545460025907,0.4100920074815639,0.8177604092612133,0.668732086955067,0.7903866481629795
0.30276656493098725,0.16892127292628945,0.411000332026982,0.8166906904647985,0.6669836838918692,0.7890166241362874
0.2985485476816455,0.1655463689033457,0.4068738980364134,0.8207291486605883,0.6735963354611341,0.7891575093950527
0.298690523498358,0.16278557783783087,0.4034669476398666,0.8240514471101873,0.6790607874843938,0.7905942472122877
0.29665862058722,0.16043843339727631,0.40054766682290927,0.8269165840154908,0.6837910369198483,0.7905289925325949
0.29832131562115,0.16309410107959044,0.403849106820345,0.8238294638937368,0.6786949855794417,0.7978399485095994
0.29688862069685534,0.16131971472393733,0.40164625570760315,0.825970795017776,0.682227754222297,0.7930103726569112
0.2993108149804307,0.164439734177305,0.40551169425468486,0.8220621997648735,0.6757862602822627,0.7926298689718456
0.29494893276262485,0.16162387128415776,0.40202471476783336,0.8254977157698714,0.6814464787412754,0.7954218775838422
0.29622722761861764,0.16234485142029653,0.4029204033308521,0.8245803659954893,0.6799327799852551,0.7972413077524181
0.2959239905868879,0.1628374802199432,0.4035312630019429,0.8239721636749907,0.6789301265112456,0.7972360387410145
0.3054211629533283,0.16948003673966955,0.4116795316015475,0.8160047137131601,0.6658636928020963,0.7882344596588274
0.29939111658107465,0.164631137724585,0.40574762811948145,0.8219518343460412,0.675604817984822,0.7887241534725217
0.2993233540575795,0.16477784980587676,0.4059283801434395,0.8217475914040915,0.6752691039784257,0.7902961022285486
0.300655548376606,0.16523150765319222,0.40648678656654047,0.8212019745015444,0.6743726829252352,0.789738316575175
0.2992570805199407,0.16282122834084659,0.40351112542388046,0.8240805870598171,0.6791088139688528,0.7927185504868566
0.29928425559719024,0.16563244938372798,0.40697966703967897,0.8206915219365046,0.6735345741784563,0.7911765135032603
0.29630739691864,0.16171251065407655,0.40213494085204354,0.8254699051172624,0.6814005642543022,0.7990347171108308
0.2992423863834807,0.16350695649543376,0.4043599343350349,0.8231956528022302,0.6776510827924899,0.793694776707403
0.30480588048849244,0.1658731642581848,0.4072752929631072,0.8205851915433291,0.6733600565802021,0.7919099598906639
0.3005412076488762,0.1656091547488502,0.4069510471160508,0.8206243212195227,0.6734242765770023,0.7961823175219759
0.29820816055860544,0.1609207706703952,0.40114931218985683,0.8263258150133487,0.6828143525574749,0.7987816424400224
0.29697210542777985,0.16244460877861472,0.40304417720470137,0.8245421278760576,0.6798697206423769,0.7932364537769895
0.30520770172419076,0.16976758052475643,0.41202861614790354,0.8157172007671891,0.6653945516274588,0.7907197307454111
0.30324403449066867,0.16677402173674155,0.40837975186919045,0.8193590003831726,0.6713491715089117,0.7921944865064671
0.2999003494834212,0.16599131722763819,0.4074203200966272,0.8203819968699226,0.6730266207882818,0.7897583388185093
0.3024460848596692,0.16890974915938078,0.4109863126180491,0.8166573722961213,0.6669292637256058,0.7899380526382346
0.2974588069610345,0.1642980960427144,0.40533701538684375,0.8223004579364674,0.676178043122524,0.7948877619509285
