MAE,MSE,RMSE,R,R2,SPR
0.37555778204072204,0.35121196436021146,0.5926313899551824,0.6156510667089811,0.37902623593990625,0.5543676027310315
0.36537233432257754,0.3219126502818022,0.5673734663180877,0.6540597183698654,0.4277941151940677,0.5751270792951751
0.3632315484510301,0.332720167712556,0.576819007759415,0.651734882537921,0.42475835711671767,0.5650742306229318
0.3815617815285913,0.35449243046804096,0.595392669142005,0.6254782024478138,0.3912229817373484,0.5528733647754344
0.36671899988718915,0.33131076608939347,0.5755960094453344,0.6406818296952131,0.4104732069016061,0.5510344877128532
0.3786753457280247,0.34440839038964627,0.5868631785941646,0.6293541058249699,0.3960865905187474,0.5400735354038068
0.3803214987383481,0.3594485726054283,0.5995403010686007,0.6158937729906365,0.3793251396086417,0.5516437291798946
0.3827169854168026,0.34205445183422123,0.5848542141715499,0.6352890962246515,0.4035922357819345,0.5608244105689182
0.36763326767552473,0.3380807779801237,0.5814471411746073,0.6343144233440379,0.4023547876622793,0.5810074476114823
0.3738180390788221,0.33165859863374364,0.5758980800747157,0.6404530193183073,0.41018006995393613,0.5589745995245166
0.38492891782509703,0.35092237136648524,0.5923870114768598,0.6159078730410128,0.37934250807390435,0.547683222284853
0.37882298906487,0.3537467026601673,0.5947660907114387,0.6144157649574488,0.37750673222824693,0.5583057314099472
0.3643413914053621,0.3215589097730303,0.5670616454787172,0.660634618725993,0.4364380994592382,0.5864536639563012
0.3752642380809477,0.34115836993606724,0.5840876389173694,0.6341839723204541,0.4021893107481505,0.5606020133786881
0.36179643385890764,0.31001500912400826,0.5567899147111128,0.6711494905781941,0.4504416387033694,0.5755807666475161
0.3679263041217366,0.3374279405863743,0.58088547975171,0.6372237132888088,0.406054060777578,0.5659818969004622
0.3687474006415115,0.3359919446503705,0.5796481214067467,0.6397745944404708,0.4093115316914689,0.56441687963588
0.37248929304319034,0.3327721512369428,0.5768640665156245,0.6435698138490623,0.4141821052977167,0.5467031730476704
0.3756734229497778,0.3503461483698867,0.5919004547809427,0.6197675334607311,0.3841117955319984,0.5388441184879035
0.3801653846876013,0.33389988053530634,0.5778407051561064,0.6357211930337969,0.4041414352723141,0.548502979348546
0.36983550623779626,0.3401780087647495,0.5832478107672154,0.638743943888344,0.40799382585403593,0.5432125357980641
0.37842050289202284,0.34362134753813095,0.5861922445223333,0.6291646707352019,0.395848182901335,0.55800089199679
0.36100564701910787,0.31897553042934745,0.5647791873195642,0.6595351667111335,0.4349866361286827,0.5668079227803993
0.37394730273906446,0.3424218097876762,0.585168189316265,0.6295199809365557,0.39629540639836147,0.5323478754222506
0.3637110578521904,0.32052509588460093,0.5661493582833076,0.6571512615292284,0.4318477805294564,0.5602554061549765
0.3675893963976005,0.3350298010851235,0.5788175887834814,0.6376929072515002,0.4066522439588704,0.5611935417951801
0.37471012923354446,0.3495810269768799,0.5912537754440811,0.6274045190995458,0.39363643058653225,0.5403022014102807
0.3721439592359466,0.3442488742193547,0.5867272570959651,0.6278126719665466,0.3941487510817746,0.5311009641354343
0.3705183440654919,0.3517248606378785,0.5930639599890374,0.6272316936482732,0.3934195975168813,0.565708328675312
0.36508541968254765,0.32276285373435687,0.5681222172511448,0.6570908558145311,0.4317683927950729,0.5758342892393287
