number,values_0,values_1,datetime_start,datetime_complete,duration,params_amount_heads,params_attn_dropout,params_batch_size,params_dropout,params_encoder_output_dim,params_ff_dropout,params_head_dim,params_layer_norm,params_lr,params_n_layers,params_neurons,params_transformer_depth,state
76,0.47908830642700195,0.3861399292945862,2025-01-14 21:41:21.797186,2025-01-14 21:52:44.547512,0 days 00:11:22.750326,6,0.15000000000000002,16,0.05,219,0.4,87,0,0.0004068892587683865,3,800,5,COMPLETE
77,0.44077086448669434,0.41270121932029724,2025-01-14 21:52:44.548725,2025-01-14 22:01:54.869019,0 days 00:09:10.320294,3,0.2,64,0.0,164,0.5,58,1,0.00020210527219492833,2,100,7,COMPLETE
78,0.4906276762485504,0.38206490874290466,2025-01-14 22:01:54.869948,2025-01-14 22:09:16.912832,0 days 00:07:22.042884,6,0.5,16,0.30000000000000004,133,0.45,34,0,0.0005803365092007725,1,200,4,COMPLETE
79,0.4916456639766693,0.3873116374015808,2025-01-14 22:09:16.913728,2025-01-14 22:15:49.117913,0 days 00:06:32.204185,5,0.45,16,0.30000000000000004,135,0.45,106,0,0.000609753069658232,2,400,3,COMPLETE
80,0.47868719696998596,0.3941303491592407,2025-01-14 22:15:49.118848,2025-01-14 22:26:06.257553,0 days 00:10:17.138705,5,0.2,16,0.25,183,0.45,39,0,0.0010727484371539256,2,200,5,COMPLETE
81,0.4803769588470459,0.39054757356643677,2025-01-14 22:26:06.258601,2025-01-14 22:37:34.698326,0 days 00:11:28.439725,6,0.4,16,0.0,234,0.45,114,0,0.0002912922190716096,2,200,4,COMPLETE
82,0.4792332053184509,0.3943617045879364,2025-01-14 22:37:34.699260,2025-01-14 22:44:55.991527,0 days 00:07:21.292267,6,0.5,32,0.05,191,0.5,34,0,0.0019254157384552243,2,300,4,COMPLETE
83,0.48336172103881836,0.3882676064968109,2025-01-14 22:44:55.992473,2025-01-14 22:54:14.450577,0 days 00:09:18.458104,4,0.45,16,0.35000000000000003,204,0.4,32,0,0.00016219129728099898,2,100,5,COMPLETE
84,0.3582027852535248,0.44466105103492737,2025-01-14 22:54:14.451420,2025-01-14 23:04:21.241517,0 days 00:10:06.790097,7,0.25,16,0.05,225,0.4,46,1,0.0013644963568210475,2,100,4,COMPLETE
85,0.4678550660610199,0.4019084870815277,2025-01-14 23:04:21.242320,2025-01-14 23:11:58.325627,0 days 00:07:37.083307,3,0.1,16,0.4,213,0.45,51,0,0.0003779698791248828,1,200,5,COMPLETE
86,0.1902954876422882,0.5073207020759583,2025-01-14 23:11:58.326336,2025-01-14 23:25:57.146895,0 days 00:13:58.820559,5,0.35000000000000003,128,0.0,280,0.15000000000000002,40,0,0.0004459573002861979,2,1000,6,COMPLETE
87,0.47537851333618164,0.3952955901622772,2025-01-14 23:25:57.147562,2025-01-14 23:38:04.367444,0 days 00:12:07.219882,6,0.25,64,0.0,316,0.5,43,0,0.0005714697942223381,3,300,3,COMPLETE
88,0.4824523329734802,0.3896956443786621,2025-01-14 23:38:04.368406,2025-01-14 23:48:16.349080,0 days 00:10:11.980674,7,0.15000000000000002,16,0.4,196,0.4,35,1,0.00012873237244079782,2,1700,4,COMPLETE
89,-0.09428969770669937,0.6036070585250854,2025-01-14 23:48:16.349967,2025-01-14 23:52:15.149960,0 days 00:03:58.799993,2,0.4,32,0.30000000000000004,242,0.2,39,0,0.009945841291978457,1,2000,5,COMPLETE
90,0.2023882418870926,0.5037501454353333,2025-01-14 23:52:15.150762,2025-01-14 23:58:24.940651,0 days 00:06:09.789889,4,0.30000000000000004,16,0.0,180,0.05,72,0,0.0051224820738332575,2,500,4,COMPLETE
91,0.49138331413269043,0.388480007648468,2025-01-14 23:58:24.941462,2025-01-15 00:08:56.579848,0 days 00:10:31.638386,6,0.35000000000000003,16,0.15000000000000002,206,0.45,37,0,0.0007482580439139694,2,300,5,COMPLETE
92,0.48517364263534546,0.38668638467788696,2025-01-15 00:08:56.580598,2025-01-15 00:15:07.892662,0 days 00:06:11.312064,6,0.35000000000000003,16,0.5,218,0.2,125,0,0.00026753012480283645,2,100,2,COMPLETE
93,0.47527560591697693,0.39554935693740845,2025-01-15 00:15:07.893489,2025-01-15 00:22:46.877318,0 days 00:07:38.983829,6,0.35000000000000003,16,0.2,198,0.45,42,0,0.00032430489487998476,2,200,4,COMPLETE
94,0.2675597667694092,0.47761088609695435,2025-01-15 00:22:46.878247,2025-01-15 00:34:26.113276,0 days 00:11:39.235029,6,0.35000000000000003,128,0.45,190,0.25,35,1,0.00022294680857210756,2,1200,7,COMPLETE
95,0.4801234304904938,0.38689059019088745,2025-01-15 00:34:26.114142,2025-01-15 00:43:16.618663,0 days 00:08:50.504521,6,0.30000000000000004,16,0.15000000000000002,208,0.15000000000000002,45,0,0.0001892700673589899,2,1400,4,COMPLETE
96,0.45600730180740356,0.4000820517539978,2025-01-15 00:43:16.619571,2025-01-15 01:03:28.499087,0 days 00:20:11.879516,6,0.35000000000000003,64,0.1,336,0.2,66,0,0.00022732510236915483,2,200,5,COMPLETE
97,-0.0029491186141967773,0.5844857692718506,2025-01-15 01:03:28.500107,2025-01-15 01:26:54.304812,0 days 00:23:25.804705,4,0.35000000000000003,16,0.1,344,0.4,50,0,0.008119325691385985,3,800,5,COMPLETE
98,-0.004114174749702215,0.5846553444862366,2025-01-15 01:26:54.305707,2025-01-15 01:31:38.190612,0 days 00:04:43.884905,6,0.4,32,0.05,174,0.5,53,1,0.0031811376588267042,2,1800,6,COMPLETE
99,0.4888134002685547,0.38824462890625,2025-01-15 01:31:38.191422,2025-01-15 01:38:41.196999,0 days 00:07:03.005577,4,0.4,16,0.0,265,0.45,32,0,0.0006848656624226872,2,300,3,COMPLETE
