number,values_0,values_1,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_n_layers,params_neurons,state
59,0.48117416598028456,0.4020378090379359,2024-12-11 16:04:29.043858,2024-12-11 16:04:49.307149,0 days 00:00:20.263291,64,0.0,0.000810933578272335,1,1500,COMPLETE
60,0.541571718423558,0.37999702416195413,2024-12-11 16:04:49.310689,2024-12-11 16:05:18.416406,0 days 00:00:29.105717,64,0.05,0.00036176204114456547,2,1300,COMPLETE
61,0.5275589294356673,0.37991436964388176,2024-12-11 16:05:18.421926,2024-12-11 16:05:45.887381,0 days 00:00:27.465455,64,0.05,0.00030787519510939933,2,1800,COMPLETE
62,0.5178873832939936,0.3806305648245552,2024-12-11 16:05:45.893547,2024-12-11 16:06:14.788966,0 days 00:00:28.895419,128,0.1,0.0003366985587105856,2,300,COMPLETE
63,0.5406760494251548,0.37863389517468377,2024-12-11 16:06:14.789948,2024-12-11 16:06:44.707063,0 days 00:00:29.917115,16,0.0,0.00021734990799496487,2,500,COMPLETE
64,0.535296263928899,0.3736644833319621,2024-12-11 16:06:44.710497,2024-12-11 16:07:21.545260,0 days 00:00:36.834763,64,0.1,0.0005568313047392307,2,800,COMPLETE
65,0.520307573072578,0.3782507095494204,2024-12-11 16:07:21.550849,2024-12-11 16:07:48.311739,0 days 00:00:26.760890,64,0.15000000000000002,0.0004790608599398795,2,100,COMPLETE
66,0.5290303398350712,0.38689925596403507,2024-12-11 16:07:48.315869,2024-12-11 16:08:21.858236,0 days 00:00:33.542367,64,0.25,0.000660323039631215,2,1600,COMPLETE
67,0.5165891568719931,0.3774073796940259,2024-12-11 16:08:21.863990,2024-12-11 16:08:47.806112,0 days 00:00:25.942122,16,0.0,0.00026176339412149334,2,200,COMPLETE
68,0.5265106815229046,0.3823505041825744,2024-12-11 16:08:47.806881,2024-12-11 16:09:16.440112,0 days 00:00:28.633231,128,0.05,0.00028956721178191564,2,600,COMPLETE
69,0.5247951031040009,0.3809789782435859,2024-12-11 16:09:16.446074,2024-12-11 16:09:45.999059,0 days 00:00:29.552985,64,0.05,0.00020579692773424382,2,400,COMPLETE
70,0.5301835335298785,0.37812938204317303,2024-12-11 16:09:45.999849,2024-12-11 16:10:18.026761,0 days 00:00:32.026912,64,0.1,0.0004127431199119717,2,900,COMPLETE
71,0.5362339643534055,0.36571864996145215,2024-12-11 16:10:18.029737,2024-12-11 16:10:58.274391,0 days 00:00:40.244654,64,0.05,0.0005688187126975885,2,700,COMPLETE
72,0.5345683019942732,0.36996886042100174,2024-12-11 16:10:58.277377,2024-12-11 16:11:28.404407,0 days 00:00:30.127030,64,0.0,0.0006274048884458622,2,700,COMPLETE
73,0.5297053206157963,0.3779221345641273,2024-12-11 16:11:28.405192,2024-12-11 16:11:54.496610,0 days 00:00:26.091418,64,0.05,0.0006261215210375295,2,700,COMPLETE
74,0.5367225996571131,0.37021508930949854,2024-12-11 16:11:54.498958,2024-12-11 16:12:19.777386,0 days 00:00:25.278428,64,0.0,0.0005296157183574554,2,600,COMPLETE
75,0.5364527929195567,0.37385039709719886,2024-12-11 16:12:19.782067,2024-12-11 16:12:44.524524,0 days 00:00:24.742457,64,0.05,0.0005575995564207549,2,500,COMPLETE
76,0.43543942719616846,0.4519376739245392,2024-12-11 16:12:44.529173,2024-12-11 16:13:06.205256,0 days 00:00:21.676083,16,0.5,0.0004778729797249604,2,800,COMPLETE
77,0.5081942085353826,0.38482652017669017,2024-12-11 16:13:06.206076,2024-12-11 16:13:31.339207,0 days 00:00:25.133131,64,0.30000000000000004,0.00045525128309050866,2,700,COMPLETE
78,0.5395394508041644,0.37209564792953187,2024-12-11 16:13:31.344197,2024-12-11 16:14:03.662384,0 days 00:00:32.318187,64,0.05,0.0007250248331730015,2,600,COMPLETE
79,0.5240134105516555,0.3761005068171766,2024-12-11 16:14:03.663207,2024-12-11 16:14:34.382640,0 days 00:00:30.719433,128,0.0,0.0005023026818293583,2,700,COMPLETE
80,0.5029533196191529,0.3981765311778753,2024-12-11 16:14:34.383491,2024-12-11 16:14:57.451328,0 days 00:00:23.067837,64,0.45,0.0005945913608098912,2,500,COMPLETE
81,0.5250166953330376,0.3773113314351421,2024-12-11 16:14:57.452890,2024-12-11 16:15:25.456845,0 days 00:00:28.003955,64,0.0,0.0005291262841169114,2,300,COMPLETE
82,0.5295343127362262,0.37160892394538464,2024-12-11 16:15:25.457823,2024-12-11 16:15:46.466754,0 days 00:00:21.008931,64,0.05,0.0006441735686545275,2,600,COMPLETE
83,0.48273154364496274,0.40031780943322115,2024-12-11 16:15:46.467804,2024-12-11 16:16:09.809768,0 days 00:00:23.341964,64,0.35000000000000003,0.0005382102213676651,2,800,COMPLETE
84,0.5263239908405108,0.3747690687288595,2024-12-11 16:16:09.814617,2024-12-11 16:16:47.939297,0 days 00:00:38.124680,16,0.0,0.0005768650047204494,2,1000,COMPLETE
85,0.5299157775693848,0.37382836557832066,2024-12-11 16:16:47.940188,2024-12-11 16:17:15.489511,0 days 00:00:27.549323,64,0.05,0.0006058296167376891,2,400,COMPLETE
86,0.5340222357642824,0.3712459856730771,2024-12-11 16:17:15.494145,2024-12-11 16:17:41.858853,0 days 00:00:26.364708,64,0.1,0.0004470524047721879,2,600,COMPLETE
87,0.5449863526999188,0.36513605797004484,2024-12-11 16:17:41.863617,2024-12-11 16:18:12.846400,0 days 00:00:30.982783,32,0.0,0.0005035957635941423,3,500,COMPLETE
88,0.5330607696430574,0.3838069991499922,2024-12-11 16:18:12.847139,2024-12-11 16:18:46.446681,0 days 00:00:33.599542,32,0.25,0.0004218764189922324,3,500,COMPLETE
89,0.5313628467977382,0.37755177947572555,2024-12-11 16:18:46.453389,2024-12-11 16:19:10.619260,0 days 00:00:24.165871,32,0.0,0.0003871918831124098,3,400,COMPLETE
90,0.5391601591550131,0.36533897018803396,2024-12-11 16:19:10.620030,2024-12-11 16:19:43.105878,0 days 00:00:32.485848,32,0.0,0.0009355689923990127,3,500,COMPLETE
91,0.547146126521837,0.3662794360650125,2024-12-11 16:19:43.106652,2024-12-11 16:20:23.730887,0 days 00:00:40.624235,32,0.0,0.0009308509076762613,3,700,COMPLETE
92,0.5383197035894296,0.36697307779672605,2024-12-11 16:20:23.731754,2024-12-11 16:20:55.553909,0 days 00:00:31.822155,32,0.0,0.0009123181876378273,3,500,COMPLETE
93,0.5473291849731423,0.3624982791953311,2024-12-11 16:20:55.554768,2024-12-11 16:21:40.904727,0 days 00:00:45.349959,32,0.0,0.0008707196509849002,3,500,COMPLETE
94,0.5439753246599789,0.3676637297568863,2024-12-11 16:21:40.911068,2024-12-11 16:22:14.772742,0 days 00:00:33.861674,32,0.0,0.0009793709014644602,3,400,COMPLETE
95,0.4573293287071526,0.5042174870132927,2024-12-11 16:22:14.778772,2024-12-11 16:22:44.493848,0 days 00:00:29.715076,32,0.4,0.0007963687290154244,3,1900,COMPLETE
96,0.5507293470176492,0.3618071120212908,2024-12-11 16:22:44.494739,2024-12-11 16:23:17.699138,0 days 00:00:33.204399,32,0.0,0.000998274976970411,3,300,COMPLETE
97,0.4175739142397286,0.4305866981696941,2024-12-11 16:23:17.699981,2024-12-11 16:23:36.363503,0 days 00:00:18.663522,32,0.5,0.0009851675883801583,3,200,COMPLETE
98,0.5398878059560734,0.37235864826987897,2024-12-11 16:23:36.366201,2024-12-11 16:24:05.056366,0 days 00:00:28.690165,32,0.0,0.0009373849972146553,3,200,COMPLETE
99,0.5164536371432624,0.3943185996712767,2024-12-11 16:24:05.062140,2024-12-11 16:24:31.715973,0 days 00:00:26.653833,32,0.30000000000000004,0.0008603386096244716,3,300,COMPLETE
